"institution"	"rating"	"valid_through"	"URL"	"latest_report"	"purchasing"	"dining"
"Universidad Autonoma de Tamaulipas"	"Silver
                
                    *"	"May 25, 2021"	"https://reports.aashe.org/institutions/universidad-autonoma-de-tamaulipas-tm/report/"	"https://reports.aashe.org/institutions/universidad-autonoma-de-tamaulipas-tm/report/2017-11-27/"	"https://reports.aashe.org/institutions/universidad-autonoma-de-tamaulipas-tm/report/2017-11-27/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/universidad-autonoma-de-tamaulipas-tm/report/2017-11-27/OP/food-dining/OP-8/"
"Universidad San Francisco de Quito"	"Silver"	"Dec. 25, 2021"	"https://reports.aashe.org/institutions/universidad-san-francisco-de-quito/report/"	"https://reports.aashe.org/institutions/universidad-san-francisco-de-quito/report/2018-12-26/"	"https://reports.aashe.org/institutions/universidad-san-francisco-de-quito/report/2018-12-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/universidad-san-francisco-de-quito/report/2018-12-26/OP/food-dining/OP-8/"
"Universite de Montreal"	"Silver"	"Dec. 19, 2022"	"https://reports.aashe.org/institutions/university-of-montreal-qc/report/"	"https://reports.aashe.org/institutions/university-of-montreal-qc/report/2019-12-20/"	"https://reports.aashe.org/institutions/university-of-montreal-qc/report/2019-12-20/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-montreal-qc/report/2019-12-20/OP/food-dining/OP-8/"
"Universite du Quebec a Montreal"	"Silver"	"Oct. 21, 2024"	"https://reports.aashe.org/institutions/universite-du-quebec-a-montreal-quebec/report/"	"https://reports.aashe.org/institutions/universite-du-quebec-a-montreal-quebec/report/"	"https://reports.aashe.org/institutions/universite-du-quebec-a-montreal-quebec/report/2021-05-12/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/universite-du-quebec-a-montreal-quebec/report/2021-05-12/OP/food-dining/OP-7/"
"University of Alabama at Birmingham"	"Silver"	"Feb. 6, 2023"	"https://reports.aashe.org/institutions/university-of-alabama-at-birmingham-al/report/"	"https://reports.aashe.org/institutions/university-of-alabama-at-birmingham-al/report/2020-02-07/"	"https://reports.aashe.org/institutions/university-of-alabama-at-birmingham-al/report/2020-02-07/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-alabama-at-birmingham-al/report/2020-02-07/OP/food-dining/OP-8/"
"University of Central Florida"	"Silver"	"April 20, 2024"	"https://reports.aashe.org/institutions/university-of-central-florida-fl/report/"	"https://reports.aashe.org/institutions/university-of-central-florida-fl/report/2021-03-05/"	"https://reports.aashe.org/institutions/university-of-central-florida-fl/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-central-florida-fl/report/2021-03-05/OP/food-dining/OP-8/"
"University of Denver"	"Silver"	"Sept. 9, 2024"	"https://reports.aashe.org/institutions/university-of-denver-co/report/"	"https://reports.aashe.org/institutions/university-of-denver-co/report/2021-06-09/"	"https://reports.aashe.org/institutions/university-of-denver-co/report/2021-06-09/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-denver-co/report/2021-06-09/OP/food-dining/OP-8/"
"University of Florida"	"Silver"	"April 18, 2024"	"https://reports.aashe.org/institutions/university-of-florida-fl/report/"	"https://reports.aashe.org/institutions/university-of-florida-fl/report/2020-12-04/"	"https://reports.aashe.org/institutions/university-of-florida-fl/report/2020-12-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-florida-fl/report/2020-12-04/OP/food-dining/OP-8/"
"University of Idaho"	"Silver"	"Feb. 26, 2022"	"https://reports.aashe.org/institutions/university-of-idaho-id/report/"	"https://reports.aashe.org/institutions/university-of-idaho-id/report/"	"https://reports.aashe.org/institutions/university-of-idaho-id/report/2019-02-27/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-idaho-id/report/2019-02-27/OP/food-dining/OP-7/"
"University of Illinois Chicago"	"Silver"	"Oct. 28, 2024"	"https://reports.aashe.org/institutions/university-of-illinois-chicago-il/report/"	"https://reports.aashe.org/institutions/university-of-illinois-chicago-il/report/2021-07-16/"	"https://reports.aashe.org/institutions/university-of-illinois-chicago-il/report/2021-07-16/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-illinois-chicago-il/report/2021-07-16/OP/food-dining/OP-8/"
"University of Iowa"	"Silver
                
                    *"	"July 23, 2021"	"https://reports.aashe.org/institutions/university-of-iowa-ia/report/"	"https://reports.aashe.org/institutions/university-of-iowa-ia/report/2018-07-24/"	"https://reports.aashe.org/institutions/university-of-iowa-ia/report/2018-07-24/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-iowa-ia/report/2018-07-24/OP/food-dining/OP-8/"
"University of Kentucky"	"Silver"	"Sept. 29, 2022"	"https://reports.aashe.org/institutions/university-of-kentucky-ky/report/"	"https://reports.aashe.org/institutions/university-of-kentucky-ky/report/2019-09-30/"	"https://reports.aashe.org/institutions/university-of-kentucky-ky/report/2019-09-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-kentucky-ky/report/2019-09-30/OP/food-dining/OP-8/"
"University of Louisiana at Lafayette"	"Silver"	"Sept. 21, 2024"	"https://reports.aashe.org/institutions/university-of-louisiana-at-lafayette-la/report/"	"https://reports.aashe.org/institutions/university-of-louisiana-at-lafayette-la/report/"	"https://reports.aashe.org/institutions/university-of-louisiana-at-lafayette-la/report/2021-06-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-louisiana-at-lafayette-la/report/2021-06-22/OP/food-dining/OP-7/"
"University of Maine"	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/university-of-maine-me/report/"	"https://reports.aashe.org/institutions/university-of-maine-me/report/"	"https://reports.aashe.org/institutions/university-of-maine-me/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-maine-me/report/2019-03-01/OP/food-dining/OP-7/"
"University of Maryland, Baltimore County"	"Silver"	"Feb. 24, 2023"	"https://reports.aashe.org/institutions/university-of-maryland-baltimore-county-md/report/"	"https://reports.aashe.org/institutions/university-of-maryland-baltimore-county-md/report/"	"https://reports.aashe.org/institutions/university-of-maryland-baltimore-county-md/report/2020-02-25/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-maryland-baltimore-county-md/report/2020-02-25/OP/food-dining/OP-7/"
"University of Massachusetts Dartmouth"	"Silver"	"May 13, 2024"	"https://reports.aashe.org/institutions/university-of-massachusetts-dartmouth-ma/report/"	"https://reports.aashe.org/institutions/university-of-massachusetts-dartmouth-ma/report/"	"https://reports.aashe.org/institutions/university-of-massachusetts-dartmouth-ma/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-massachusetts-dartmouth-ma/report/2021-03-05/OP/food-dining/OP-7/"
"University of Massachusetts Medical School"	"Silver"	"April 3, 2023"	"https://reports.aashe.org/institutions/university-of-massachusetts-medical-school-ma/report/"	"https://reports.aashe.org/institutions/university-of-massachusetts-medical-school-ma/report/2020-04-03/"	"https://reports.aashe.org/institutions/university-of-massachusetts-medical-school-ma/report/2020-04-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-massachusetts-medical-school-ma/report/2020-04-03/OP/food-dining/OP-8/"
"University of Montana"	"Silver"	"Aug. 26, 2024"	"https://reports.aashe.org/institutions/university-of-montana-mt/report/"	"https://reports.aashe.org/institutions/university-of-montana-mt/report/2021-06-30/"	"https://reports.aashe.org/institutions/university-of-montana-mt/report/2021-06-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-montana-mt/report/2021-06-30/OP/food-dining/OP-8/"
"University of Mount Union"	"Silver"	"May 5, 2024"	"https://reports.aashe.org/institutions/university-of-mount-union-oh/report/"	"https://reports.aashe.org/institutions/university-of-mount-union-oh/report/2021-03-22/"	"https://reports.aashe.org/institutions/university-of-mount-union-oh/report/2021-03-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-mount-union-oh/report/2021-03-22/OP/food-dining/OP-8/"
"University of Nebraska - Lincoln"	"Silver"	"Jan. 30, 2023"	"https://reports.aashe.org/institutions/university-of-nebraska-lincoln-ne/report/"	"https://reports.aashe.org/institutions/university-of-nebraska-lincoln-ne/report/2020-01-31/"	"https://reports.aashe.org/institutions/university-of-nebraska-lincoln-ne/report/2020-01-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-nebraska-lincoln-ne/report/2020-01-31/OP/food-dining/OP-8/"
"University of Nebraska at Omaha"	"Silver"	"March 18, 2022"	"https://reports.aashe.org/institutions/university-of-nebraska-at-omaha-ne/report/"	"https://reports.aashe.org/institutions/university-of-nebraska-at-omaha-ne/report/2019-03-19/"	"https://reports.aashe.org/institutions/university-of-nebraska-at-omaha-ne/report/2019-03-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-nebraska-at-omaha-ne/report/2019-03-19/OP/food-dining/OP-8/"
"University of New Brunswick, Fredericton"	"Silver"	"Oct. 14, 2023"	"https://reports.aashe.org/institutions/university-of-new-brunswick-nb/report/"	"https://reports.aashe.org/institutions/university-of-new-brunswick-nb/report/2020-08-11/"	"https://reports.aashe.org/institutions/university-of-new-brunswick-nb/report/2020-08-11/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-new-brunswick-nb/report/2020-08-11/OP/food-dining/OP-8/"
"University of New Brunswick, Saint John"	"Silver"	"April 6, 2024"	"https://reports.aashe.org/institutions/university-of-new-brunswick-saint-john-nb/report/"	"https://reports.aashe.org/institutions/university-of-new-brunswick-saint-john-nb/report/"	"https://reports.aashe.org/institutions/university-of-new-brunswick-saint-john-nb/report/2020-12-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-new-brunswick-saint-john-nb/report/2020-12-18/OP/food-dining/OP-7/"
"University of North Carolina, Greensboro"	"Silver"	"Feb. 6, 2022"	"https://reports.aashe.org/institutions/university-of-north-carolina-greensboro-nc/report/"	"https://reports.aashe.org/institutions/university-of-north-carolina-greensboro-nc/report/2019-02-07/"	"https://reports.aashe.org/institutions/university-of-north-carolina-greensboro-nc/report/2019-02-07/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-north-carolina-greensboro-nc/report/2019-02-07/OP/food-dining/OP-8/"
"University of Notre Dame"	"Silver
                
                    *"	"April 10, 2021"	"https://reports.aashe.org/institutions/university-of-notre-dame-in/report/"	"https://reports.aashe.org/institutions/university-of-notre-dame-in/report/2017-10-13/"	"https://reports.aashe.org/institutions/university-of-notre-dame-in/report/2017-10-13/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-notre-dame-in/report/2017-10-13/OP/food-dining/OP-8/"
"University of Ottawa"	"Silver"	"Sept. 24, 2021"	"https://reports.aashe.org/institutions/university-of-ottawa-on/report/"	"https://reports.aashe.org/institutions/university-of-ottawa-on/report/2018-03-29/"	"https://reports.aashe.org/institutions/university-of-ottawa-on/report/2018-03-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-ottawa-on/report/2018-03-29/OP/food-dining/OP-8/"
"University of Queensland"	"Silver"	"Feb. 10, 2024"	"https://reports.aashe.org/institutions/university-of-queensland-queensland/report/"	"https://reports.aashe.org/institutions/university-of-queensland-queensland/report/"	"https://reports.aashe.org/institutions/university-of-queensland-queensland/report/2020-10-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-queensland-queensland/report/2020-10-26/OP/food-dining/OP-7/"
"University of Rochester"	"Silver"	"Jan. 30, 2022"	"https://reports.aashe.org/institutions/university-of-rochester-ny/report/"	"https://reports.aashe.org/institutions/university-of-rochester-ny/report/2019-01-31/"	"https://reports.aashe.org/institutions/university-of-rochester-ny/report/2019-01-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-rochester-ny/report/2019-01-31/OP/food-dining/OP-8/"
"University of Saskatchewan"	"Silver"	"March 5, 2023"	"https://reports.aashe.org/institutions/university-of-saskatchewan-sk/report/"	"https://reports.aashe.org/institutions/university-of-saskatchewan-sk/report/2020-03-05/"	"https://reports.aashe.org/institutions/university-of-saskatchewan-sk/report/2020-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-saskatchewan-sk/report/2020-03-05/OP/food-dining/OP-8/"
"University of Sharjah"	"Silver"	"July 6, 2024"	"https://reports.aashe.org/institutions/university-of-sharjah-/report/"	"https://reports.aashe.org/institutions/university-of-sharjah-/report/"	"https://reports.aashe.org/institutions/university-of-sharjah-/report/2021-05-09/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-sharjah-/report/2021-05-09/OP/food-dining/OP-7/"
"University of South Carolina"	"Silver"	"May 17, 2024"	"https://reports.aashe.org/institutions/university-of-south-carolina-sc/report/"	"https://reports.aashe.org/institutions/university-of-south-carolina-sc/report/2020-12-04/"	"https://reports.aashe.org/institutions/university-of-south-carolina-sc/report/2020-12-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-south-carolina-sc/report/2020-12-04/OP/food-dining/OP-8/"
"University of Southern California"	"Silver"	"Sept. 21, 2024"	"https://reports.aashe.org/institutions/university-of-southern-california-ca/report/"	"https://reports.aashe.org/institutions/university-of-southern-california-ca/report/"	"https://reports.aashe.org/institutions/university-of-southern-california-ca/report/2021-07-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-southern-california-ca/report/2021-07-29/OP/food-dining/OP-7/"
"University of Tasmania"	"Silver"	"Aug. 25, 2023"	"https://reports.aashe.org/institutions/university-of-tasmania-no-state/report/"	"https://reports.aashe.org/institutions/university-of-tasmania-no-state/report/"	"https://reports.aashe.org/institutions/university-of-tasmania-no-state/report/2020-07-15/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-tasmania-no-state/report/2020-07-15/OP/food-dining/OP-7/"
"University of Tennessee at Knoxville"	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/university-of-tennessee-at-knoxville-tn/report/"	"https://reports.aashe.org/institutions/university-of-tennessee-at-knoxville-tn/report/2020-03-06/"	"https://reports.aashe.org/institutions/university-of-tennessee-at-knoxville-tn/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-tennessee-at-knoxville-tn/report/2020-03-06/OP/food-dining/OP-8/"
"University of Texas at San Antonio"	"Silver"	"Dec. 3, 2023"	"https://reports.aashe.org/institutions/university-of-texas-at-san-antonio-tx/report/"	"https://reports.aashe.org/institutions/university-of-texas-at-san-antonio-tx/report/2019-11-27/"	"https://reports.aashe.org/institutions/university-of-texas-at-san-antonio-tx/report/2019-11-27/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-texas-at-san-antonio-tx/report/2019-11-27/OP/food-dining/OP-8/"
"University of Toronto Mississauga"	"Silver"	"Feb. 5, 2024"	"https://reports.aashe.org/institutions/university-of-toronto-at-mississauga-on/report/"	"https://reports.aashe.org/institutions/university-of-toronto-at-mississauga-on/report/"	"https://reports.aashe.org/institutions/university-of-toronto-at-mississauga-on/report/2020-12-11/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-toronto-at-mississauga-on/report/2020-12-11/OP/food-dining/OP-7/"
"University of Waterloo"	"Silver"	"Nov. 5, 2021"	"https://reports.aashe.org/institutions/university-of-waterloo-on/report/"	"https://reports.aashe.org/institutions/university-of-waterloo-on/report/"	"https://reports.aashe.org/institutions/university-of-waterloo-on/report/2018-11-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-waterloo-on/report/2018-11-06/OP/food-dining/OP-7/"
"University of West Georgia"	"Silver"	"Sept. 25, 2021"	"https://reports.aashe.org/institutions/university-of-west-georgia-ga/report/"	"https://reports.aashe.org/institutions/university-of-west-georgia-ga/report/2018-03-30/"	"https://reports.aashe.org/institutions/university-of-west-georgia-ga/report/2018-03-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-west-georgia-ga/report/2018-03-30/OP/food-dining/OP-8/"
"University of Winnipeg"	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/university-of-winnipeg-mb/report/"	"https://reports.aashe.org/institutions/university-of-winnipeg-mb/report/2019-03-01/"	"https://reports.aashe.org/institutions/university-of-winnipeg-mb/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-winnipeg-mb/report/2019-03-01/OP/food-dining/OP-8/"
"University of Wisconsin-Green Bay"	"Silver
                
                    *"	"May 4, 2021"	"https://reports.aashe.org/institutions/university-of-wisconsin-green-bay-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-green-bay-wi/report/2017-11-06/"	"https://reports.aashe.org/institutions/university-of-wisconsin-green-bay-wi/report/2017-11-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-wisconsin-green-bay-wi/report/2017-11-06/OP/food-dining/OP-8/"
"University of Wisconsin-Madison"	"Silver"	"July 31, 2022"	"https://reports.aashe.org/institutions/university-of-wisconsin-madison-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-madison-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-madison-wi/report/2019-08-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-wisconsin-madison-wi/report/2019-08-01/OP/food-dining/OP-7/"
"University of Wisconsin-Platteville"	"Silver"	"March 5, 2023"	"https://reports.aashe.org/institutions/university-of-wisconsin-platteville-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-platteville-wi/report/2020-03-05/"	"https://reports.aashe.org/institutions/university-of-wisconsin-platteville-wi/report/2020-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-wisconsin-platteville-wi/report/2020-03-05/OP/food-dining/OP-8/"
"University of Wisconsin-River Falls"	"Silver"	"Aug. 9, 2024"	"https://reports.aashe.org/institutions/university-of-wisconsin-river-falls-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-river-falls-wi/report/2021-06-30/"	"https://reports.aashe.org/institutions/university-of-wisconsin-river-falls-wi/report/2021-06-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-wisconsin-river-falls-wi/report/2021-06-30/OP/food-dining/OP-8/"
"University of Wisconsin-Whitewater"	"Silver"	"Nov. 12, 2021"	"https://reports.aashe.org/institutions/university-of-wisconsin-whitewater-wi/report/"	"https://reports.aashe.org/institutions/university-of-wisconsin-whitewater-wi/report/2018-11-13/"	"https://reports.aashe.org/institutions/university-of-wisconsin-whitewater-wi/report/2018-11-13/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-wisconsin-whitewater-wi/report/2018-11-13/OP/food-dining/OP-8/"
"University of the Pacific"	"Silver"	"April 15, 2024"	"https://reports.aashe.org/institutions/university-of-the-pacific-ca/report/"	"https://reports.aashe.org/institutions/university-of-the-pacific-ca/report/2021-03-04/"	"https://reports.aashe.org/institutions/university-of-the-pacific-ca/report/2021-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-the-pacific-ca/report/2021-03-04/OP/food-dining/OP-8/"
"Utah State University"	"Silver"	"Oct. 30, 2022"	"https://reports.aashe.org/institutions/utah-state-university-ut/report/"	"https://reports.aashe.org/institutions/utah-state-university-ut/report/2019-10-31/"	"https://reports.aashe.org/institutions/utah-state-university-ut/report/2019-10-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/utah-state-university-ut/report/2019-10-31/OP/food-dining/OP-8/"
"Villanova University"	"Silver"	"Sept. 22, 2021"	"https://reports.aashe.org/institutions/villanova-university-pa/report/"	"https://reports.aashe.org/institutions/villanova-university-pa/report/2018-03-27/"	"https://reports.aashe.org/institutions/villanova-university-pa/report/2018-03-27/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/villanova-university-pa/report/2018-03-27/OP/food-dining/OP-8/"
"Virginia Commonwealth University"	"Silver"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/virginia-commonwealth-university-va/report/"	"https://reports.aashe.org/institutions/virginia-commonwealth-university-va/report/2018-03-02/"	"https://reports.aashe.org/institutions/virginia-commonwealth-university-va/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/virginia-commonwealth-university-va/report/2018-03-02/OP/food-dining/OP-8/"
"Washington and Lee University"	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/washington-and-lee-university-va/report/"	"https://reports.aashe.org/institutions/washington-and-lee-university-va/report/2020-03-06/"	"https://reports.aashe.org/institutions/washington-and-lee-university-va/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/washington-and-lee-university-va/report/2020-03-06/OP/food-dining/OP-8/"
"Weber State University"	"Silver"	"Feb. 18, 2022"	"https://reports.aashe.org/institutions/weber-state-university-ut/report/"	"https://reports.aashe.org/institutions/weber-state-university-ut/report/2019-02-19/"	"https://reports.aashe.org/institutions/weber-state-university-ut/report/2019-02-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/weber-state-university-ut/report/2019-02-19/OP/food-dining/OP-8/"
"Wesleyan University"	"Silver"	"Dec. 19, 2022"	"https://reports.aashe.org/institutions/wesleyan-university-ct/report/"	"https://reports.aashe.org/institutions/wesleyan-university-ct/report/2019-12-20/"	"https://reports.aashe.org/institutions/wesleyan-university-ct/report/2019-12-20/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/wesleyan-university-ct/report/2019-12-20/OP/food-dining/OP-8/"
"West Chester University of Pennsylvania"	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/west-chester-university-of-pennsylvania-pa/report/"	"https://reports.aashe.org/institutions/west-chester-university-of-pennsylvania-pa/report/2020-03-06/"	"https://reports.aashe.org/institutions/west-chester-university-of-pennsylvania-pa/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/west-chester-university-of-pennsylvania-pa/report/2020-03-06/OP/food-dining/OP-8/"
"West Virginia University"	"Silver"	"March 29, 2024"	"https://reports.aashe.org/institutions/west-virginia-university-wv/report/"	"https://reports.aashe.org/institutions/west-virginia-university-wv/report/"	"https://reports.aashe.org/institutions/west-virginia-university-wv/report/2021-03-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/west-virginia-university-wv/report/2021-03-03/OP/food-dining/OP-7/"
"Western Colorado University"	"Silver"	"May 15, 2022"	"https://reports.aashe.org/institutions/western-state-colorado-university-co/report/"	"https://reports.aashe.org/institutions/western-state-colorado-university-co/report/2019-05-16/"	"https://reports.aashe.org/institutions/western-state-colorado-university-co/report/2019-05-16/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/western-state-colorado-university-co/report/2019-05-16/OP/food-dining/OP-8/"
"Western Kentucky University"	"Silver"	"March 5, 2023"	"https://reports.aashe.org/institutions/western-kentucky-university-ky/report/"	"https://reports.aashe.org/institutions/western-kentucky-university-ky/report/2020-03-05/"	"https://reports.aashe.org/institutions/western-kentucky-university-ky/report/2020-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/western-kentucky-university-ky/report/2020-03-05/OP/food-dining/OP-8/"
"Western Michigan University"	"Silver"	"Feb. 27, 2022"	"https://reports.aashe.org/institutions/western-michigan-university-mi/report/"	"https://reports.aashe.org/institutions/western-michigan-university-mi/report/2019-02-28/"	"https://reports.aashe.org/institutions/western-michigan-university-mi/report/2019-02-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/western-michigan-university-mi/report/2019-02-28/OP/food-dining/OP-8/"
"Western Technical College"	"Silver"	"April 29, 2024"	"https://reports.aashe.org/institutions/western-technical-college-wi/report/"	"https://reports.aashe.org/institutions/western-technical-college-wi/report/2020-12-22/"	"https://reports.aashe.org/institutions/western-technical-college-wi/report/2020-12-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/western-technical-college-wi/report/2020-12-22/OP/food-dining/OP-8/"
"Western Washington University"	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/western-washington-university-wa/report/"	"https://reports.aashe.org/institutions/western-washington-university-wa/report/2019-03-01/"	"https://reports.aashe.org/institutions/western-washington-university-wa/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/western-washington-university-wa/report/2019-03-01/OP/food-dining/OP-8/"
"Westminster College - Utah"	"Silver"	"Aug. 14, 2022"	"https://reports.aashe.org/institutions/westminster-college-ut/report/"	"https://reports.aashe.org/institutions/westminster-college-ut/report/2019-08-15/"	"https://reports.aashe.org/institutions/westminster-college-ut/report/2019-08-15/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/westminster-college-ut/report/2019-08-15/OP/food-dining/OP-8/"
"Whitman College"	"Silver"	"Feb. 6, 2023"	"https://reports.aashe.org/institutions/whitman-college-wa/report/"	"https://reports.aashe.org/institutions/whitman-college-wa/report/2020-02-07/"	"https://reports.aashe.org/institutions/whitman-college-wa/report/2020-02-07/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/whitman-college-wa/report/2020-02-07/OP/food-dining/OP-8/"
"Williams College"	"Silver"	"May 27, 2022"	"https://reports.aashe.org/institutions/williams-college-ma/report/"	"https://reports.aashe.org/institutions/williams-college-ma/report/2019-05-28/"	"https://reports.aashe.org/institutions/williams-college-ma/report/2019-05-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/williams-college-ma/report/2019-05-28/OP/food-dining/OP-8/"
"Austin College"	"Bronze"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/austin-college-tx/report/"	"https://reports.aashe.org/institutions/austin-college-tx/report/2018-03-02/"	"https://reports.aashe.org/institutions/austin-college-tx/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/austin-college-tx/report/2018-03-02/OP/food-dining/OP-8/"
"Butler University"	"Bronze"	"Oct. 9, 2021"	"https://reports.aashe.org/institutions/butler-university-in/report/"	"https://reports.aashe.org/institutions/butler-university-in/report/"	"https://reports.aashe.org/institutions/butler-university-in/report/2018-10-10/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/butler-university-in/report/2018-10-10/OP/food-dining/OP-7/"
"California State University, East Bay"	"Bronze"	"April 18, 2022"	"https://reports.aashe.org/institutions/california-state-university-east-bay-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-east-bay-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-east-bay-ca/report/2019-04-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-east-bay-ca/report/2019-04-19/OP/food-dining/OP-7/"
"California State University, Fresno"	"Bronze"	"Nov. 24, 2023"	"https://reports.aashe.org/institutions/california-state-university-fresno-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-fresno-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-fresno-ca/report/2020-08-07/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-fresno-ca/report/2020-08-07/OP/food-dining/OP-7/"
"Cascadia College"	"Bronze"	"Sept. 1, 2021"	"https://reports.aashe.org/institutions/cascadia-community-college-wa/report/"	"https://reports.aashe.org/institutions/cascadia-community-college-wa/report/"	"https://reports.aashe.org/institutions/cascadia-community-college-wa/report/2018-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/cascadia-community-college-wa/report/2018-03-06/OP/food-dining/OP-7/"
"Central Washington University"	"Bronze"	"July 16, 2022"	"https://reports.aashe.org/institutions/central-washington-university-wa/report/"	"https://reports.aashe.org/institutions/central-washington-university-wa/report/"	"https://reports.aashe.org/institutions/central-washington-university-wa/report/2019-07-17/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/central-washington-university-wa/report/2019-07-17/OP/food-dining/OP-7/"
