"institution"	"state"	"long"	"lat"	"rating"	"URL"	"latest_report"	"purchasing"	"dining"
"Agnes Scott College"	"GA"	-84.295459	33.769268	"Gold"	"https://reports.aashe.org/institutions/agnes-scott-college-ga/report/"	"https://reports.aashe.org/institutions/agnes-scott-college-ga/report/2021-05-21/"	"https://reports.aashe.org/institutions/agnes-scott-college-ga/report/2021-05-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/agnes-scott-college-ga/report/2021-05-21/OP/food-dining/OP-8/"
"American University"	"DC"	-77.088875	38.936005	"Gold"	"https://reports.aashe.org/institutions/american-university-dc/report/"	"https://reports.aashe.org/institutions/american-university-dc/report/2021-03-05/"	"https://reports.aashe.org/institutions/american-university-dc/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/american-university-dc/report/2021-03-05/OP/food-dining/OP-8/"
"Amherst College"	"MA"	-72.518493	42.372459	"Silver"	"https://reports.aashe.org/institutions/amherst-college-ma/report/"	"https://reports.aashe.org/institutions/amherst-college-ma/report/"	"https://reports.aashe.org/institutions/amherst-college-ma/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/amherst-college-ma/report/2019-03-01/OP/food-dining/OP-7/"
"Antioch College"	"OH"	-83.888077	39.799806	"Silver"	"https://reports.aashe.org/institutions/antioch-college-oh/report/"	"https://reports.aashe.org/institutions/antioch-college-oh/report/"	"https://reports.aashe.org/institutions/antioch-college-oh/report/2018-03-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/antioch-college-oh/report/2018-03-29/OP/food-dining/OP-7/"
"Appalachian State University"	"NC"	-81.680583	36.215536	"Gold"	"https://reports.aashe.org/institutions/appalachian-state-university-nc/report/"	"https://reports.aashe.org/institutions/appalachian-state-university-nc/report/2019-04-19/"	"https://reports.aashe.org/institutions/appalachian-state-university-nc/report/2019-04-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/appalachian-state-university-nc/report/2019-04-19/OP/food-dining/OP-8/"
"Aquinas College"	"MI"	-85.628785	42.96019	"Silver"	"https://reports.aashe.org/institutions/aquinas-college-mi/report/"	"https://reports.aashe.org/institutions/aquinas-college-mi/report/2019-03-04/"	"https://reports.aashe.org/institutions/aquinas-college-mi/report/2019-03-04/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/aquinas-college-mi/report/2019-03-04/OP/food-dining/OP-8/"
"Arizona State University Downtown Phoenix"	"AZ"	-112.07347	33.452914	"Platinum"	"https://reports.aashe.org/institutions/arizona-state-university-az/report/"	"https://reports.aashe.org/institutions/arizona-state-university-az/report/2020-03-05/"	"https://reports.aashe.org/institutions/arizona-state-university-az/report/2020-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/arizona-state-university-az/report/2020-03-05/OP/food-dining/OP-8/"
"Auburn University"	"AL"	-85.488258	32.599378	"Silver"	"https://reports.aashe.org/institutions/auburn-university-al/report/"	"https://reports.aashe.org/institutions/auburn-university-al/report/2019-01-23/"	"https://reports.aashe.org/institutions/auburn-university-al/report/2019-01-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/auburn-university-al/report/2019-01-23/OP/food-dining/OP-8/"
"Austin College"	"TX"	-96.596331	33.646345	"Bronze"	"https://reports.aashe.org/institutions/austin-college-tx/report/"	"https://reports.aashe.org/institutions/austin-college-tx/report/2018-03-02/"	"https://reports.aashe.org/institutions/austin-college-tx/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/austin-college-tx/report/2018-03-02/OP/food-dining/OP-8/"
"Babson College"	"MA"	-71.264057	42.297017	"Gold"	"https://reports.aashe.org/institutions/babson-college-ma/report/"	"https://reports.aashe.org/institutions/babson-college-ma/report/2018-03-30/"	"https://reports.aashe.org/institutions/babson-college-ma/report/2018-03-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/babson-college-ma/report/2018-03-30/OP/food-dining/OP-8/"
"Baldwin Wallace University"	"OH"	-81.851145	41.373017	"Silver"	"https://reports.aashe.org/institutions/baldwin-wallace-university-oh/report/"	"https://reports.aashe.org/institutions/baldwin-wallace-university-oh/report/"	"https://reports.aashe.org/institutions/baldwin-wallace-university-oh/report/2019-01-11/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/baldwin-wallace-university-oh/report/2019-01-11/OP/food-dining/OP-7/"
"Ball State University"	"IN"	-85.409043	40.203431	"Silver"	"https://reports.aashe.org/institutions/ball-state-university-in/report/"	"https://reports.aashe.org/institutions/ball-state-university-in/report/2021-07-21/"	"https://reports.aashe.org/institutions/ball-state-university-in/report/2021-07-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/ball-state-university-in/report/2021-07-21/OP/food-dining/OP-8/"
"Bard College"	"NY"	-73.909927	42.020386	"Gold"	"https://reports.aashe.org/institutions/bard-college-ny/report/"	"https://reports.aashe.org/institutions/bard-college-ny/report/2020-06-08/"	"https://reports.aashe.org/institutions/bard-college-ny/report/2020-06-08/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/bard-college-ny/report/2020-06-08/OP/food-dining/OP-8/"
"Barnard College"	"NY"	-73.963346	40.810098	"Silver"	"https://reports.aashe.org/institutions/barnard-college-ny/report/"	"https://reports.aashe.org/institutions/barnard-college-ny/report/"	"https://reports.aashe.org/institutions/barnard-college-ny/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/barnard-college-ny/report/2020-03-06/OP/food-dining/OP-7/"
"Bates College"	"ME"	-70.203333	44.105299	"Gold"	"https://reports.aashe.org/institutions/bates-college-me/report/"	"https://reports.aashe.org/institutions/bates-college-me/report/2020-06-12/"	"https://reports.aashe.org/institutions/bates-college-me/report/2020-06-12/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/bates-college-me/report/2020-06-12/OP/food-dining/OP-8/"
"Belmont University"	"TN"	-86.794807	36.135589	"Gold"	"https://reports.aashe.org/institutions/belmont-university-tn/report/"	"https://reports.aashe.org/institutions/belmont-university-tn/report/2019-02-26/"	"https://reports.aashe.org/institutions/belmont-university-tn/report/2019-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/belmont-university-tn/report/2019-02-26/OP/food-dining/OP-8/"
"Bennington College"	"VT"	-73.237799	42.919547	"Gold"	"https://reports.aashe.org/institutions/bennington-college-vt/report/"	"https://reports.aashe.org/institutions/bennington-college-vt/report/2021-05-13/"	"https://reports.aashe.org/institutions/bennington-college-vt/report/2021-05-13/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/bennington-college-vt/report/2021-05-13/OP/food-dining/OP-8/"
"Bentley University"	"MA"	-71.222839	42.385995	"Silver"	"https://reports.aashe.org/institutions/bentley-university-ma/report/"	"https://reports.aashe.org/institutions/bentley-university-ma/report/2020-08-06/"	"https://reports.aashe.org/institutions/bentley-university-ma/report/2020-08-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/bentley-university-ma/report/2020-08-06/OP/food-dining/OP-8/"
"Binghamton University"	"NY"	-75.966889	42.087868	"Gold"	"https://reports.aashe.org/institutions/binghamton-university-ny/report/"	"https://reports.aashe.org/institutions/binghamton-university-ny/report/2020-03-05/"	"https://reports.aashe.org/institutions/binghamton-university-ny/report/2020-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/binghamton-university-ny/report/2020-03-05/OP/food-dining/OP-8/"
"Black Hills State University"	"SD"	-103.870966	44.494889	"Silver"	"https://reports.aashe.org/institutions/black-hills-state-university-sd/report/"	"https://reports.aashe.org/institutions/black-hills-state-university-sd/report/2020-04-21/"	"https://reports.aashe.org/institutions/black-hills-state-university-sd/report/2020-04-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/black-hills-state-university-sd/report/2020-04-21/OP/food-dining/OP-8/"
"Bloomsburg University of Pennsylvania"	"PA"	-76.447844	41.00782	"Gold"	"https://reports.aashe.org/institutions/university-of-pennsylvania-pa/report/"	"https://reports.aashe.org/institutions/university-of-pennsylvania-pa/report/2021-08-09/"	"https://reports.aashe.org/institutions/university-of-pennsylvania-pa/report/2021-08-09/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/university-of-pennsylvania-pa/report/2021-08-09/OP/food-dining/OP-8/"
"Boise State University"	"ID"	-116.203301	43.604284	"Silver"	"https://reports.aashe.org/institutions/boise-state-university-id/report/"	"https://reports.aashe.org/institutions/boise-state-university-id/report/"	"https://reports.aashe.org/institutions/boise-state-university-id/report/2021-07-16/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/boise-state-university-id/report/2021-07-16/OP/food-dining/OP-7/"
"Boston College"	"MA"	-71.169242	42.336213	"Silver"	"https://reports.aashe.org/institutions/boston-college-ma/report/"	"https://reports.aashe.org/institutions/boston-college-ma/report/2019-02-06/"	"https://reports.aashe.org/institutions/boston-college-ma/report/2019-02-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/boston-college-ma/report/2019-02-06/OP/food-dining/OP-8/"
"Boston University"	"MA"	-71.107942	42.351118	"Silver"	"https://reports.aashe.org/institutions/boston-university-ma/report/"	"https://reports.aashe.org/institutions/boston-university-ma/report/2019-08-02/"	"https://reports.aashe.org/institutions/boston-university-ma/report/2019-08-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/boston-university-ma/report/2019-08-02/OP/food-dining/OP-8/"
"Bowdoin College"	"ME"	-69.963942	43.907134	"Gold"	"https://reports.aashe.org/institutions/bowdoin-college-me/report/"	"https://reports.aashe.org/institutions/bowdoin-college-me/report/2019-02-28/"	"https://reports.aashe.org/institutions/bowdoin-college-me/report/2019-02-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/bowdoin-college-me/report/2019-02-28/OP/food-dining/OP-8/"
"Bryant University"	"RI"	-71.539547	41.920092	"Silver"	"https://reports.aashe.org/institutions/bryant-university-ri/report/"	"https://reports.aashe.org/institutions/bryant-university-ri/report/2019-06-06/"	"https://reports.aashe.org/institutions/bryant-university-ri/report/2019-06-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/bryant-university-ri/report/2019-06-06/OP/food-dining/OP-8/"
"Bucknell University"	"PA"	-76.882616	40.954317	"Gold"	"https://reports.aashe.org/institutions/bucknell-university-pa/report/"	"https://reports.aashe.org/institutions/bucknell-university-pa/report/2019-09-23/"	"https://reports.aashe.org/institutions/bucknell-university-pa/report/2019-09-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/bucknell-university-pa/report/2019-09-23/OP/food-dining/OP-8/"
"Butler University"	"IN"	-86.172167	39.8374	"Bronze"	"https://reports.aashe.org/institutions/butler-university-in/report/"	"https://reports.aashe.org/institutions/butler-university-in/report/"	"https://reports.aashe.org/institutions/butler-university-in/report/2018-10-10/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/butler-university-in/report/2018-10-10/OP/food-dining/OP-7/"
"California Polytechnic State University San Luis Obispo"	"CA"	-120.657311	35.299513	"Gold"	"https://reports.aashe.org/institutions/california-polytechnic-state-university-ca/report/"	"https://reports.aashe.org/institutions/california-polytechnic-state-university-ca/report/2019-09-19/"	"https://reports.aashe.org/institutions/california-polytechnic-state-university-ca/report/2019-09-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-polytechnic-state-university-ca/report/2019-09-19/OP/food-dining/OP-8/"
"California State Polytechnic University Pomona"	"CA"	-117.821476	34.057912	"Silver"	"https://reports.aashe.org/institutions/california-state-polytechnic-university-pomona-ca/report/"	"https://reports.aashe.org/institutions/california-state-polytechnic-university-pomona-ca/report/2020-05-15/"	"https://reports.aashe.org/institutions/california-state-polytechnic-university-pomona-ca/report/2020-05-15/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-polytechnic-university-pomona-ca/report/2020-05-15/OP/food-dining/OP-8/"
"California State University Bakersfield"	"CA"	-119.104711	35.350005	"Silver"	"https://reports.aashe.org/institutions/california-state-university-bakersfield-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-bakersfield-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-bakersfield-ca/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-bakersfield-ca/report/2018-03-02/OP/food-dining/OP-7/"
"California State University Channel Islands"	"CA"	-119.04356	34.162949	"Gold"	"https://reports.aashe.org/institutions/california-state-university-channel-islands-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-channel-islands-ca/report/2020-03-06/"	"https://reports.aashe.org/institutions/california-state-university-channel-islands-ca/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-channel-islands-ca/report/2020-03-06/OP/food-dining/OP-8/"
"California State University Chico"	"CA"	-121.844859	39.729712	"Gold"	"https://reports.aashe.org/institutions/california-state-university-chico-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-chico-ca/report/2018-02-28/"	"https://reports.aashe.org/institutions/california-state-university-chico-ca/report/2018-02-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-chico-ca/report/2018-02-28/OP/food-dining/OP-8/"
"California State University Dominguez Hills"	"CA"	-118.255917	33.864766	"Silver"	"https://reports.aashe.org/institutions/california-state-university-dominguez-hills-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-dominguez-hills-ca/report/2020-06-30/"	"https://reports.aashe.org/institutions/california-state-university-dominguez-hills-ca/report/2020-06-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-dominguez-hills-ca/report/2020-06-30/OP/food-dining/OP-8/"
"California State University East Bay"	"CA"	-122.054135	37.657694	"Bronze"	"https://reports.aashe.org/institutions/california-state-university-east-bay-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-east-bay-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-east-bay-ca/report/2019-04-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-east-bay-ca/report/2019-04-19/OP/food-dining/OP-7/"
"California State University Fresno"	"CA"	-119.744569	36.811154	"Bronze"	"https://reports.aashe.org/institutions/california-state-university-fresno-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-fresno-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-fresno-ca/report/2020-08-07/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-fresno-ca/report/2020-08-07/OP/food-dining/OP-7/"
"California State University Fullerton"	"CA"	-117.885446	33.881506	"Silver"	"https://reports.aashe.org/institutions/california-state-university-fullerton-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-fullerton-ca/report/2019-03-01/"	"https://reports.aashe.org/institutions/california-state-university-fullerton-ca/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-fullerton-ca/report/2019-03-01/OP/food-dining/OP-8/"
"California State University Long Beach"	"CA"	-118.11204	33.782818	"Silver"	"https://reports.aashe.org/institutions/california-state-university-long-beach-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-long-beach-ca/report/2021-01-29/"	"https://reports.aashe.org/institutions/california-state-university-long-beach-ca/report/2021-01-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-long-beach-ca/report/2021-01-29/OP/food-dining/OP-8/"
"California State University Los Angeles"	"CA"	-118.168965	34.066927	"Silver"	"https://reports.aashe.org/institutions/california-state-university-los-angeles-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-los-angeles-ca/report/2019-07-17/"	"https://reports.aashe.org/institutions/california-state-university-los-angeles-ca/report/2019-07-17/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-los-angeles-ca/report/2019-07-17/OP/food-dining/OP-8/"
"California State University Monterey Bay"	"CA"	-121.796178	36.652397	"Silver"	"https://reports.aashe.org/institutions/california-state-university-monterey-bay-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-monterey-bay-ca/report/2021-02-21/"	"https://reports.aashe.org/institutions/california-state-university-monterey-bay-ca/report/2021-02-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-monterey-bay-ca/report/2021-02-21/OP/food-dining/OP-8/"
"California State University Northridge"	"CA"	-118.529319	34.240126	"Gold"	"https://reports.aashe.org/institutions/california-state-university-northridge-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-northridge-ca/report/2018-12-10/"	"https://reports.aashe.org/institutions/california-state-university-northridge-ca/report/2018-12-10/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-northridge-ca/report/2018-12-10/OP/food-dining/OP-8/"
"California State University Sacramento"	"CA"	-121.423549	38.559415	"Gold"	"https://reports.aashe.org/institutions/california-state-university-sacramento-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-sacramento-ca/report/2021-03-01/"	"https://reports.aashe.org/institutions/california-state-university-sacramento-ca/report/2021-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-sacramento-ca/report/2021-03-01/OP/food-dining/OP-8/"
"California State University San Bernardino"	"CA"	-117.323801	34.182622	"Silver"	"https://reports.aashe.org/institutions/california-state-university-san-bernardino-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-san-bernardino-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-san-bernardino-ca/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-san-bernardino-ca/report/2021-03-05/OP/food-dining/OP-7/"
"California State University San Marcos"	"CA"	-117.159013	33.130569	"Gold"	"https://reports.aashe.org/institutions/california-state-university-san-marcos-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-san-marcos-ca/report/2020-12-18/"	"https://reports.aashe.org/institutions/california-state-university-san-marcos-ca/report/2020-12-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-san-marcos-ca/report/2020-12-18/OP/food-dining/OP-8/"
"California State University Stanislaus"	"CA"	-120.852511	37.52577	"Silver"	"https://reports.aashe.org/institutions/california-state-university-stanislaus-ca/report/"	"https://reports.aashe.org/institutions/california-state-university-stanislaus-ca/report/2020-05-28/"	"https://reports.aashe.org/institutions/california-state-university-stanislaus-ca/report/2020-05-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/california-state-university-stanislaus-ca/report/2020-05-28/OP/food-dining/OP-8/"
"Calvin University"	"MI"	-85.587548	42.929916	"Silver"	"https://reports.aashe.org/institutions/calvin-college-mi/report/"	"https://reports.aashe.org/institutions/calvin-college-mi/report/2020-02-26/"	"https://reports.aashe.org/institutions/calvin-college-mi/report/2020-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/calvin-college-mi/report/2020-02-26/OP/food-dining/OP-8/"
"Carleton College"	"MN"	-93.154666	44.462318	"Silver"	"https://reports.aashe.org/institutions/carleton-college-mn/report/"	"https://reports.aashe.org/institutions/carleton-college-mn/report/2021-03-05/"	"https://reports.aashe.org/institutions/carleton-college-mn/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/carleton-college-mn/report/2021-03-05/OP/food-dining/OP-8/"
"Carnegie Mellon University"	"PA"	-79.941993	40.44357	"Gold"	"https://reports.aashe.org/institutions/carnegie-mellon-university-pa/report/"	"https://reports.aashe.org/institutions/carnegie-mellon-university-pa/report/2019-02-07/"	"https://reports.aashe.org/institutions/carnegie-mellon-university-pa/report/2019-02-07/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/carnegie-mellon-university-pa/report/2019-02-07/OP/food-dining/OP-8/"
"Cascadia College"	"WA"	-122.191572	47.760915	"Bronze"	"https://reports.aashe.org/institutions/cascadia-community-college-wa/report/"	"https://reports.aashe.org/institutions/cascadia-community-college-wa/report/"	"https://reports.aashe.org/institutions/cascadia-community-college-wa/report/2018-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/cascadia-community-college-wa/report/2018-03-06/OP/food-dining/OP-7/"
"Case Western Reserve University"	"OH"	-81.609596	41.507419	"Silver"	"https://reports.aashe.org/institutions/case-western-reserve-university-oh/report/"	"https://reports.aashe.org/institutions/case-western-reserve-university-oh/report/"	"https://reports.aashe.org/institutions/case-western-reserve-university-oh/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/case-western-reserve-university-oh/report/2018-03-02/OP/food-dining/OP-7/"
"Central Community College"	"NE"	-98.372549	40.889582	"Silver"	"https://reports.aashe.org/institutions/central-community-college-ne/report/"	"https://reports.aashe.org/institutions/central-community-college-ne/report/2020-03-03/"	"https://reports.aashe.org/institutions/central-community-college-ne/report/2020-03-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/central-community-college-ne/report/2020-03-03/OP/food-dining/OP-8/"
"Central Michigan University"	"MI"	-84.77525	43.591203	"Gold"	"https://reports.aashe.org/institutions/central-michigan-university-mi/report/"	"https://reports.aashe.org/institutions/central-michigan-university-mi/report/2020-10-15/"	"https://reports.aashe.org/institutions/central-michigan-university-mi/report/2020-10-15/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/central-michigan-university-mi/report/2020-10-15/OP/food-dining/OP-8/"
"Central New Mexico Community College"	"NM"	-106.628861	35.071878	"Silver"	"https://reports.aashe.org/institutions/central-new-mexico-community-college-nm/report/"	"https://reports.aashe.org/institutions/central-new-mexico-community-college-nm/report/2019-07-26/"	"https://reports.aashe.org/institutions/central-new-mexico-community-college-nm/report/2019-07-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/central-new-mexico-community-college-nm/report/2019-07-26/OP/food-dining/OP-8/"
"Central Washington University"	"WA"	-120.538368	47.002687	"Bronze"	"https://reports.aashe.org/institutions/central-washington-university-wa/report/"	"https://reports.aashe.org/institutions/central-washington-university-wa/report/"	"https://reports.aashe.org/institutions/central-washington-university-wa/report/2019-07-17/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/central-washington-university-wa/report/2019-07-17/OP/food-dining/OP-7/"
"Champlain College"	"VT"	-73.202746	44.473287	"Silver"	"https://reports.aashe.org/institutions/champlain-college-vt/report/"	"https://reports.aashe.org/institutions/champlain-college-vt/report/2019-05-09/"	"https://reports.aashe.org/institutions/champlain-college-vt/report/2019-05-09/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/champlain-college-vt/report/2019-05-09/OP/food-dining/OP-8/"
"Chatham University"	"PA"	-79.926083	40.448432	"Gold"	"https://reports.aashe.org/institutions/chatham-university-pa/report/"	"https://reports.aashe.org/institutions/chatham-university-pa/report/2018-11-26/"	"https://reports.aashe.org/institutions/chatham-university-pa/report/2018-11-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/chatham-university-pa/report/2018-11-26/OP/food-dining/OP-8/"
"Claremont McKenna College"	"CA"	-117.711188	34.102154	"Silver"	"https://reports.aashe.org/institutions/claremont-mckenna-college-ca/report/"	"https://reports.aashe.org/institutions/claremont-mckenna-college-ca/report/"	"https://reports.aashe.org/institutions/claremont-mckenna-college-ca/report/2020-02-14/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/claremont-mckenna-college-ca/report/2020-02-14/OP/food-dining/OP-7/"
"Clarkson University"	"NY"	-74.999359	44.662716	"Gold"	"https://reports.aashe.org/institutions/clarkson-university-ny/report/"	"https://reports.aashe.org/institutions/clarkson-university-ny/report/2019-02-22/"	"https://reports.aashe.org/institutions/clarkson-university-ny/report/2019-02-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/clarkson-university-ny/report/2019-02-22/OP/food-dining/OP-8/"
"Clemson University"	"SC"	-82.835114	34.679381	"Silver"	"https://reports.aashe.org/institutions/clemson-university-sc/report/"	"https://reports.aashe.org/institutions/clemson-university-sc/report/"	"https://reports.aashe.org/institutions/clemson-university-sc/report/2018-11-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/clemson-university-sc/report/2018-11-26/OP/food-dining/OP-7/"
"Cleveland State University"	"OH"	-81.674355	41.502281	"Silver"	"https://reports.aashe.org/institutions/cleveland-state-university-oh/report/"	"https://reports.aashe.org/institutions/cleveland-state-university-oh/report/2020-07-28/"	"https://reports.aashe.org/institutions/cleveland-state-university-oh/report/2020-07-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/cleveland-state-university-oh/report/2020-07-28/OP/food-dining/OP-8/"
"Colby College"	"ME"	-69.66337	44.564211	"Gold"	"https://reports.aashe.org/institutions/colby-college-me/report/"	"https://reports.aashe.org/institutions/colby-college-me/report/2018-11-05/"	"https://reports.aashe.org/institutions/colby-college-me/report/2018-11-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/colby-college-me/report/2018-11-05/OP/food-dining/OP-8/"
"Colgate University"	"NY"	-75.536346	42.819475	"Gold"	"https://reports.aashe.org/institutions/colgate-university-ny/report/"	"https://reports.aashe.org/institutions/colgate-university-ny/report/2017-08-11/"	"https://reports.aashe.org/institutions/colgate-university-ny/report/2017-08-11/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/colgate-university-ny/report/2017-08-11/OP/food-dining/OP-8/"
"College of Charleston"	"SC"	-79.939794	32.784225	"Silver"	"https://reports.aashe.org/institutions/college-of-charleston-sc/report/"	"https://reports.aashe.org/institutions/college-of-charleston-sc/report/"	"https://reports.aashe.org/institutions/college-of-charleston-sc/report/2020-02-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/college-of-charleston-sc/report/2020-02-18/OP/food-dining/OP-7/"
"College of Lake County"	"IL"	-88.012291	42.354164	"Silver"	"https://reports.aashe.org/institutions/college-of-lake-county-il/report/"	"https://reports.aashe.org/institutions/college-of-lake-county-il/report/2020-03-06/"	"https://reports.aashe.org/institutions/college-of-lake-county-il/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/college-of-lake-county-il/report/2020-03-06/OP/food-dining/OP-8/"
"College of the Atlantic"	"ME"	-68.221517	44.395258	"Gold"	"https://reports.aashe.org/institutions/college-of-the-atlantic-me/report/"	"https://reports.aashe.org/institutions/college-of-the-atlantic-me/report/2019-03-01/"	"https://reports.aashe.org/institutions/college-of-the-atlantic-me/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/college-of-the-atlantic-me/report/2019-03-01/OP/food-dining/OP-8/"
"Colorado College"	"CO"	-104.822697	38.84886	"Gold"	"https://reports.aashe.org/institutions/colorado-college-co/report/"	"https://reports.aashe.org/institutions/colorado-college-co/report/2021-03-05/"	"https://reports.aashe.org/institutions/colorado-college-co/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/colorado-college-co/report/2021-03-05/OP/food-dining/OP-8/"
"Colorado State University Fort Collins"	"CO"	-105.080732	40.574805	"Platinum"	"https://reports.aashe.org/institutions/colorado-state-university-co/report/"	"https://reports.aashe.org/institutions/colorado-state-university-co/report/2019-12-06/"	"https://reports.aashe.org/institutions/colorado-state-university-co/report/2019-12-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/colorado-state-university-co/report/2019-12-06/OP/food-dining/OP-8/"
"Columbia University in the City of New York"	"NY"	-73.961885	40.808286	"Gold"	"https://reports.aashe.org/institutions/columbia-university-ny/report/"	"https://reports.aashe.org/institutions/columbia-university-ny/report/2018-08-29/"	"https://reports.aashe.org/institutions/columbia-university-ny/report/2018-08-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/columbia-university-ny/report/2018-08-29/OP/food-dining/OP-8/"
"Connecticut College"	"CT"	-72.107321	41.379833	"Gold"	"https://reports.aashe.org/institutions/connecticut-college-ct/report/"	"https://reports.aashe.org/institutions/connecticut-college-ct/report/2021-06-18/"	"https://reports.aashe.org/institutions/connecticut-college-ct/report/2021-06-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/connecticut-college-ct/report/2021-06-18/OP/food-dining/OP-8/"
